steamid,num_games_owned,num_reviews,playtime_forever(min),playtime_last_two_weeks(min),playtime_at_review(min),last_played,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,review_length,review_updated
76561199120974109,7,2,6549,50,6508,2023-05-02 09:33:04,137651806,schinese,非常优秀的联机游戏;,2023-05-02 09:05:06,2023-05-02 09:05:06,True,0,0,0,0,True,False,False,True,,10,False
76561199247055425,5,2,518,518,457,2023-05-02 09:53:15,137651341,schinese,这是一个很肝的游戏，不仅有多种系统，还有很多玩法，就是有点伤脑子,2023-05-02 08:51:13,2023-05-02 08:51:13,True,0,0,0,0,True,False,False,True,,32,False
76561199037730888,14,3,2003,2003,1344,2023-05-02 23:33:21,137651278,schinese,神中神,又难又上头,非常适合和朋友一起坐牢,2023-05-02 08:49:20,2023-05-02 08:49:20,True,0,0,0,0,True,False,False,True,,21,False
76561198978805449,8,1,77177,1178,76978,2023-05-02 12:03:26,137651127,schinese,停不下来 真的停不下来,2023-05-02 08:45:07,2023-05-02 08:45:07,True,0,0,0,0,True,False,False,True,,11,False
76561199142521018,36,4,371,20,351,2023-05-02 09:05:32,137651071,schinese,有没有人带一下,2023-05-02 08:43:32,2023-05-02 08:43:32,True,0,0,0,0,True,False,False,True,,7,False
76561198410011754,150,22,355,102,355,2023-04-30 00:00:39,137650826,schinese,有点没玩明白,2023-05-02 08:36:37,2023-05-02 08:36:37,True,1,0,0.523809552192687988,0,True,False,False,True,,6,False
76561199016067074,59,147,1598,1598,721,2023-05-02 22:49:10,137650242,schinese,纯萌新，APEX真好玩?????,2023-05-02 08:20:26,2023-05-02 08:20:26,True,2,0,0.545454561710357666,1,False,False,False,True,,16,False
76561199079017861,15,9,177,177,177,2023-04-29 13:46:02,137648555,schinese,还真不如传奇,2023-05-02 07:33:55,2023-05-02 07:33:55,False,0,0,0.418250977993011475,0,False,False,False,True,,6,False
76561199212274449,2,1,1249,1249,1090,2023-05-02 10:44:15,137648236,schinese,！,2023-05-02 07:25:28,2023-05-02 07:25:28,True,0,0,0,0,True,False,False,True,,1,False
76561198427853847,16,3,155,1,155,2023-05-02 03:58:45,137639554,schinese,游戏最高的配置是三个陪你傻乐的朋友,2023-05-02 04:01:59,2023-05-02 04:01:59,True,1,0,0,0,True,False,False,True,,17,False
76561198847724060,69,3,5989,123,5960,2023-05-02 15:08:57,137637586,schinese,NIU BI,2023-05-02 03:24:46,2023-05-02 03:24:46,True,0,0,0,0,True,False,False,True,,6,False
76561199059540835,14,1,2948,685,2948,2023-05-02 02:30:14,137634806,schinese,very good;,2023-05-02 02:30:37,2023-05-02 02:30:37,True,0,0,0,0,True,False,False,True,,10,False
76561199045876240,40,30,524,524,524,2023-05-02 02:02:19,137633238,schinese,玩不太懂....,2023-05-02 02:02:48,2023-05-02 02:02:48,True,0,0,0,0,True,False,False,True,,8,False
76561199458490185,3,1,408,408,202,2023-05-03 00:05:26,137632864,schinese,饥荒牛逼牛逼牛逼牛逼！！！！！！！！,2023-05-02 01:59:05,2023-05-02 01:59:05,True,0,0,0,0,True,False,False,True,,18,False
76561199395354471,16,7,550,550,455,2023-05-03 00:32:13,137631449,schinese,免费摸猫猫，一个赞摸一次！想换骚逼头像;??????????????????????;???????????????????????;???????????????????????;???????????????????????;????????????????????????;????????????????????????;???????????????????????;???????????????????????;???????????????????????;???????????????????????;???????????????????????;???????????????????????,2023-05-02 01:44:56,2023-05-02 01:44:56,True,4,0,0.560000002384185791,0,True,False,False,True,,308,False
76561199424970370,21,2,332,332,332,2023-05-02 00:49:20,137628124,schinese,牛逼,2023-05-02 01:02:22,2023-05-02 01:02:22,True,0,0,0,0,True,False,False,True,,2,False
76561199000445127,19,2,8901,56,8901,2023-04-25 19:39:35,137627924,schinese,这个游戏很简单的。你作为一个新手，什么都不需要做，只需要听从你的大佬朋友的指挥，在家里砍砍树采采草捡捡树枝吃吃东西，狗来了往大佬身边凑，boss来了跟着朋友跑就行了。什么克劳斯啊，麋鹿鹅啊，龙蝇啊都交给你的朋友就好。;什么？你没有朋友？;哦，那还是左转去单机版吧。,2023-05-02 00:57:59,2023-05-02 00:57:59,True,1,0,0.519999980926513672,0,False,False,False,True,,132,False
76561199073292753,2,2,1555,1555,1238,2023-05-02 11:45:43,137627465,schinese,一开始经常会死，回档 或者作祟就好了，还是可以的饥荒生存。,2023-05-02 00:49:46,2023-05-02 00:49:46,True,0,0,0,0,True,False,False,True,,29,False
76561198830271323,12,1,6556,3794,6075,2023-05-02 23:02:46,137627078,schinese,很好玩,2023-05-02 00:42:37,2023-05-02 00:42:37,True,0,0,0,0,True,False,False,True,,3,False
76561198400076880,8,1,353,353,353,2023-05-02 00:38:19,137626829,schinese,偌,2023-05-02 00:38:26,2023-05-02 00:38:26,True,0,0,0,0,True,False,False,True,,1,False
76561199189786623,7,2,1079,881,692,2023-05-03 00:03:50,137626310,schinese,好玩,2023-05-02 00:28:44,2023-05-02 00:28:44,True,0,0,0,0,True,False,False,True,,2,False
76561199474887919,2,1,1141,964,604,2023-05-03 00:41:57,137625431,schinese,非常耐玩;,2023-05-02 00:11:57,2023-05-02 00:11:57,True,0,0,0,0,True,False,False,True,,5,False
76561199240889136,3,1,635,635,553,2023-05-02 19:06:50,137623759,schinese,这是好玩的游戏，使我的心情进行愉悦,2023-05-01 23:41:36,2023-05-01 23:41:36,True,0,0,0,0,True,False,False,True,,17,False
76561198918908203,74,3,28974,5,28974,2023-05-01 23:38:25,137623655,schinese,走亲访友的伴手礼，来，试试看吧,2023-05-01 23:39:20,2023-05-01 23:39:20,True,0,0,0,0,True,False,False,True,,15,False
76561199242122570,7,1,376,376,268,2023-05-02 23:43:01,137623423,schinese,终于活到十天了,2023-05-01 23:35:28,2023-05-01 23:35:28,True,0,0,0,0,True,False,False,True,,7,False
76561199473489939,4,1,258,258,258,2023-05-01 23:25:23,137622931,schinese,好玩得很,2023-05-01 23:26:04,2023-05-01 23:26:04,True,0,0,0,0,True,False,False,True,,4,False
76561198276463297,139,26,1234,2,1233,2023-05-02 14:03:18,137622293,schinese,新手教程做的不好，上手难度很大。,2023-05-01 23:14:58,2023-05-01 23:14:58,True,0,0,0,0,True,False,False,True,,16,False
76561198860008895,75,15,376,376,376,2023-05-01 23:12:32,137622191,schinese,傻逼游戏 玩你妈,2023-05-01 23:13:25,2023-05-01 23:13:25,False,0,0,0.43918919563293457,0,True,False,False,True,,8,False
76561198368808170,17,1,138,138,138,2023-05-01 23:01:13,137621893,schinese,什么烂东西，服务器卡的一笔，根本走不动，网络配置都好好的，加速器都开了，延迟很稳，根本走不动，傻逼游戏,2023-05-01 23:07:45,2023-05-01 23:07:45,False,1,1,0.402298867702484131,0,True,False,False,True,,51,False
76561199185826055,9,1,11185,125,11185,2023-05-01 22:49:43,137621593,schinese,良心啊,2023-05-01 23:02:17,2023-05-01 23:02:17,True,0,0,0,0,True,False,False,True,,3,False
76561198897494889,27,1,15575,617,15486,2023-05-02 18:16:06,137621550,schinese,我跟着你！,2023-05-01 23:01:27,2023-05-01 23:01:27,True,0,1,0,0,True,False,False,True,,5,False
76561199139144012,8,1,2544,2545,1892,2023-05-03 01:11:49,137621052,schinese,这游戏是好多年前玩的了，那时候还是个天天泡网吧的叛逆少年。;我记得那时候网吧里最受欢迎的单机就是MC和饥荒，和同伴打CFLOL之类的累了，就会点开这俩游戏玩，尤其是MC，玩到后面半个网吧的一起联机。;那时候还小，玩饥荒玩得不明不白，一帮人随心所欲地乱玩，死活过不去冬天。;有时候闲下来想一下，觉得时间过得真快。;,2023-05-01 22:52:16,2023-05-01 22:52:16,True,0,0,0,0,True,False,False,True,,156,False
76561199197283842,6,1,990,990,615,2023-05-02 21:57:25,137620668,schinese,生存难度虽然对于新手门槛有点高，不过在游玩过程中很有成就感,2023-05-01 22:44:21,2023-05-01 22:44:21,True,0,0,0,0,True,False,False,True,,29,False
76561199206773653,22,3,404,92,311,2023-05-02 22:33:03,137620316,schinese,gagahaowan,2023-05-01 22:38:18,2023-05-01 22:38:18,True,0,0,0,0,True,False,False,True,,10,False
76561199207946569,2,2,182,182,99,2023-05-02 21:16:11,137620291,schinese,非常的好啊，啥都不会，联机搞了半天，半小时死了三次，没找到金矿，不过墙裂推荐。,2023-05-01 22:37:51,2023-05-01 22:37:51,True,0,0,0,0,False,False,False,True,,39,False
76561199031682848,1,1,5467,172,5295,2023-05-02 01:40:28,137619722,schinese,hennb,2023-05-01 22:27:28,2023-05-01 22:27:28,True,0,0,0,0,True,False,False,True,,5,False
76561199443633163,1,1,1160,1160,624,2023-05-03 00:22:35,137619548,schinese,陪好兄弟玩的，不出门在家做饭真的很快乐,2023-05-01 22:24:28,2023-05-01 22:24:28,True,0,0,0,0,True,False,False,True,,19,False
76561199080863920,6,5,5309,2193,5128,2023-05-02 10:52:22,137619302,schinese,好,2023-05-01 22:20:25,2023-05-01 22:20:25,True,0,0,0,0,True,False,False,True,,1,False
76561198399404510,16,5,1044,1044,1004,2023-05-02 19:17:54,137618937,schinese,可以一直玩不腻的,2023-05-01 22:13:11,2023-05-01 22:13:11,True,0,0,0,0,True,False,False,True,,8,False
76561199012610315,26,2,691,691,691,2023-05-01 21:57:11,137618158,schinese,这游戏就是这么玩的;,2023-05-01 21:58:00,2023-05-01 21:58:00,True,0,0,0,0,True,False,False,True,,10,False
76561199471247318,2,2,795,795,734,2023-05-02 17:06:18,137617754,schinese,evrygood,2023-05-01 21:50:44,2023-05-01 21:50:44,True,0,0,0,0,True,False,False,True,,8,False
76561199233477206,34,10,952,855,641,2023-05-03 00:45:45,137617517,schinese,超喜欢捏,2023-05-01 21:46:17,2023-05-01 21:46:17,True,0,0,0,0,True,False,False,True,,4,False
76561198440980133,11,3,365,365,238,2023-05-02 09:20:10,137617140,schinese,烧脑，要队友,2023-05-01 21:38:45,2023-05-01 21:38:45,True,0,0,0,0,True,True,False,True,,6,False
76561199472011409,3,1,579,579,232,2023-05-02 19:41:34,137616954,schinese,开放性强，玩法多，而且可联机,2023-05-01 21:35:06,2023-05-01 21:35:06,True,0,0,0,0,True,False,False,True,,14,False
76561199187904711,13,1,641,641,335,2023-05-03 00:49:48,137616811,schinese,非常不错值得推荐,2023-05-01 21:32:20,2023-05-01 21:32:20,True,0,0,0,0,False,False,False,True,,8,False
76561199184498081,27,2,537,537,189,2023-05-03 00:19:09,137616716,tchinese,我都;,2023-05-01 21:30:07,2023-05-01 21:30:07,True,0,0,0,0,True,False,False,True,,4,False
76561198828099510,21,3,2979,1532,2979,2023-04-29 16:30:30,137616270,schinese,很好的游戏买了绝对不会后悔;趁着折扣还在赶紧入手吧！,2023-05-01 21:20:55,2023-05-01 21:20:55,True,0,0,0,0,True,False,False,True,,26,False
76561199073752341,2,1,60460,3132,60362,2023-05-01 22:51:20,137615927,schinese,好玩，不腻，就是一起玩的朋友太少了,2023-05-01 21:13:57,2023-05-01 21:13:57,True,0,0,0,0,True,False,False,True,,17,False
76561198289633614,26,2,1359,1359,935,2023-05-02 18:31:13,137615872,schinese,HAOWAN,2023-05-01 21:13:02,2023-05-01 21:13:02,True,0,0,0,0,False,False,False,True,,6,False
76561199043903266,9,5,390,390,239,2023-05-02 12:30:11,137614941,schinese,内容丰富，孩子很爱吃~,2023-05-01 20:54:26,2023-05-01 20:54:26,True,0,0,0,0,True,False,False,True,,11,False
76561198181702113,195,3,25207,209,25200,2023-05-02 14:09:29,137614627,schinese,从盗版到正版，可以说饥荒这款游戏给人的感觉体验非常不错，入门到进阶全部都是新的体验和感受。;每一次开局的重新规划以及世界探索，基地布局都很不错，是一款节奏慢，内容整体非常充实的游戏，多人游玩确实很开心。;游戏内的皮肤设计也是一大亮点，财物皮肤设计的真的不错，希望游戏能继续开发下去，也有更多的新玩家能够进入游戏，并且真正的感受到饥荒带来的快乐吧！,2023-05-01 20:47:10,2023-05-01 20:47:10,True,0,0,0,2,True,False,False,True,,173,False
76561199078212560,11,3,412,412,319,2023-05-02 19:52:18,137614503,schinese,游戏已收到，孩子很爱玩，有需要会回购（doge;上手难度还挺高，每天都在“饥荒”;还有就是4.8入还是双人份真是爽翻了，不过虽然是双人份，但我貌似没什么人能送（大悲,2023-05-01 20:44:33,2023-05-01 20:44:33,True,0,0,0,0,True,False,False,True,,82,False
76561198989286437,179,2,14001,0,14001,2022-11-14 03:40:41,137614498,tchinese,超好玩！希望可以出|手系列怪物！,2023-05-01 20:44:24,2023-05-01 20:44:24,True,1,0,0.523809552192687988,0,True,False,False,True,,17,False
76561198984654137,63,2,163,163,163,2023-05-01 20:23:54,137613567,schinese,真不好玩,2023-05-01 20:24:09,2023-05-01 20:24:09,False,0,0,0.454545468091964722,0,True,False,False,True,,4,False
76561199081502422,6,1,27444,1283,27370,2023-05-02 22:09:01,137613451,schinese,游戏内容比较丰富，皮肤好看又便宜，唯一不好的就是联机比较差,2023-05-01 20:21:49,2023-05-01 20:21:49,True,0,0,0,0,True,False,False,True,,29,False
76561199135538778,40,2,1290,1061,951,2023-05-03 00:57:38,137613440,schinese,非常有趣的游戏,2023-05-01 20:21:33,2023-05-01 20:21:33,True,0,0,0,0,True,False,False,True,,7,False
76561198356527283,6,2,29523,0,29523,2023-04-08 23:50:15,137613356,schinese,最难的配置是朋友,2023-05-01 20:19:39,2023-05-01 20:19:39,True,2,0,0.548325955867767334,0,True,False,False,True,,8,False
76561198838340649,16,1,1096,1096,1096,2023-05-01 20:03:48,137613046,schinese,上手难度挺高的，需要要抱着一直玩这个游戏的心态才能玩下去这个游戏,2023-05-01 20:12:58,2023-05-01 20:12:58,False,0,0,0.476190477609634399,0,True,False,False,True,,32,False
76561199416055881,5,1,842,347,660,2023-05-02 17:01:34,137612811,schinese,好玩有趣,2023-05-01 20:07:54,2023-05-01 20:07:54,True,0,0,0,0,True,False,False,True,,4,False
76561199149063094,50,1,109,109,30,2023-05-02 17:31:03,137612666,schinese,好啊，很好啊（喜,2023-05-01 20:04:47,2023-05-01 20:04:47,True,1,0,0.523809552192687988,0,False,True,False,True,,8,False
76561199001072831,133,11,11759,24,11740,2023-05-02 23:31:14,137612386,schinese,饥荒十周年才想起忘了给好评QAQ,2023-05-01 19:58:53,2023-05-01 19:58:53,True,0,0,0,0,True,False,False,True,,16,False
76561199056451560,20,1,883,883,883,2023-05-01 19:44:01,137611939,schinese,挫折性太大，夏天攒了很久的东西死掉之后被烧掉，回档发现是死档，只建议跑刀仔玩;,2023-05-01 19:48:42,2023-05-01 19:48:42,False,0,0,0.47413790225982666,0,True,False,False,True,,39,False
76561198848248623,13,10,1558,1558,1088,2023-05-02 20:44:31,137611883,schinese,联机很稳定（重点）,2023-05-01 19:47:26,2023-05-01 19:47:26,True,0,0,0,0,False,False,False,True,,9,False
76561199216695043,9,1,221,28,221,2023-04-30 14:16:52,137611880,schinese,习惯好评,2023-05-01 19:47:21,2023-05-01 19:47:21,True,0,0,0,0,True,False,False,True,,4,False
76561198246334018,144,51,5690,8,5690,2023-05-01 19:44:08,137611822,schinese,科雷他真的，我哭死,2023-05-01 19:45:54,2023-05-01 19:45:54,True,0,0,0,0,False,False,False,True,,9,False
76561199403384185,8,1,3146,1733,3146,2023-05-01 17:14:34,137611712,schinese,很好玩,2023-05-01 19:42:56,2023-05-01 19:42:56,True,0,0,0,0,True,False,False,True,,3,False
76561199386631615,1,1,17885,952,17404,2023-05-02 16:18:46,137611633,schinese,有趣，MOD也很不错,2023-05-01 19:41:04,2023-05-01 19:41:04,True,0,0,0,0,True,False,False,True,,10,False
76561199268005519,24,4,411,411,194,2023-05-02 22:18:39,137611180,schinese,之前一直觉得不好玩不知道是因为贵还是咋的当时一直想玩3D的，后面慢慢接触感觉不错果然每个人都逃不掉真香定律现在无脑入一定不亏,2023-05-01 19:30:04,2023-05-01 19:30:04,True,0,0,0,0,True,False,False,True,,62,False
76561198965525902,5,4,1492,1492,887,2023-05-02 21:45:38,137610157,schinese,芜湖,2023-05-01 19:06:54,2023-05-01 19:06:54,True,0,0,0,0,True,False,False,True,,2,False
76561199176891628,19,7,2712,2712,1901,2023-05-03 00:17:50,137610130,schinese,真不错;,2023-05-01 19:06:23,2023-05-01 19:06:23,True,0,0,0,0,True,False,False,True,,4,False
76561199401265109,10,2,794,794,654,2023-05-01 21:43:04,137610085,schinese,！！！！！,2023-05-01 19:05:21,2023-05-01 19:05:21,True,0,0,0,0,True,False,False,True,,5,False
76561199277986705,4,2,1006,1006,669,2023-05-02 14:57:14,137609387,schinese,很有意思，我喜欢这游戏的画风和丰富的玩法，不过作为新手来说，感觉最低难度也太难了，入门门槛高，不过有朋友一起玩相对会好一些。,2023-05-01 18:47:53,2023-05-01 18:47:53,True,0,0,0,0,True,False,False,True,,62,False
76561199357638407,2,1,3223,1401,3004,2023-05-02 13:42:09,137608707,schinese,好玩,2023-05-01 18:31:28,2023-05-01 18:31:28,True,0,0,0,0,True,False,False,True,,2,False
76561199220371829,38,2,5854,250,5632,2023-05-01 22:08:12,137608531,schinese,好玩;,2023-05-01 18:27:04,2023-05-01 18:27:04,True,0,0,0,0,True,False,False,True,,3,False
76561198982728652,12,4,344,344,322,2023-05-02 21:43:08,137608290,schinese,太好玩了 就是我玩不懂 硬核的生存 有太多玩法  我还是玩不懂,2023-05-01 18:20:43,2023-05-01 18:20:43,True,0,0,0,0,False,False,False,True,,31,False
76561199430628290,4,1,4488,564,4218,2023-05-02 18:01:23,137608117,schinese,good,2023-05-01 18:16:21,2023-05-01 18:16:21,True,0,0,0,0,True,False,False,True,,4,False
76561199208082016,11,2,927,927,566,2023-05-02 19:33:00,137607548,schinese,根本停不下来,2023-05-01 18:03:09,2023-05-01 18:03:09,True,0,0,0,0,True,False,False,True,,6,False
76561199334505342,17,2,801,493,675,2023-05-02 23:41:24,137607530,schinese,家人们，想要点数，走过路过点个赞呗,2023-05-01 18:02:45,2023-05-01 18:02:45,True,1,0,0.501742184162139893,0,True,False,False,True,,17,False
76561199074000076,71,37,317,195,231,2023-05-02 20:53:16,137607206,schinese,FINALLY,2023-05-01 17:54:58,2023-05-01 17:54:58,True,0,0,0,0,True,False,False,True,,7,False
76561198415761677,26,19,29157,665,28518,2023-05-02 23:19:32,137607060,schinese,sixsixsix,2023-05-01 17:51:37,2023-05-01 17:51:37,True,0,0,0,0,False,False,False,True,,9,False
76561199137408983,10,1,726,196,562,2023-05-02 22:05:45,137606963,schinese,6,2023-05-01 17:49:08,2023-05-01 17:49:08,True,0,0,0,0,True,False,False,True,,1,False
76561199164088342,17,4,4502,155,4502,2023-05-01 00:56:40,137606896,schinese,和朋友一起买的，联机比较好玩，人多意外多就很好玩，比如把家给烧了哈哈哈哈,2023-05-01 17:47:16,2023-05-01 17:47:16,True,0,0,0,0,True,False,False,True,,36,False
76561199049068052,6,1,32554,1246,32195,2023-05-02 18:04:32,137605452,schinese,啥也不说，4.8双人，唉。,2023-05-01 17:12:39,2023-05-01 17:12:39,True,0,0,0,0,True,False,False,True,,13,False
76561198862385114,11,3,95,24,95,2023-05-01 16:59:11,137605172,schinese,不好意思打扰一下各位大佬，我真的没有搜到本地怎么同屏玩游戏，如果有会的，麻烦教教我求求了！,2023-05-01 17:05:12,2023-05-01 17:05:12,True,0,0,0,0,True,False,False,True,,45,False
76561199223882393,31,1,583,583,583,2023-04-30 22:08:09,137605101,schinese,好啊 好啊,2023-05-01 17:03:20,2023-05-01 17:03:20,True,1,0,0.523809552192687988,0,True,False,False,True,,5,False
76561199176485284,8,1,9017,468,8814,2023-05-02 20:56:24,137604377,schinese,尸横遍野的联机房。。。;但没有一个是饿死的（乐,2023-05-01 16:45:24,2023-05-01 16:45:24,True,0,0,0,0,True,False,False,True,,23,False
76561198314555962,105,11,90,90,90,2023-04-30 21:18:27,137604104,schinese,道理我都懂 朋友也有 加速器也开了 就是连不上,2023-05-01 16:38:33,2023-05-01 16:38:33,False,3,0,0.545454561710357666,0,True,False,False,True,,23,False
76561199387936294,29,8,406,406,182,2023-05-02 12:02:20,137604084,schinese,好玩,2023-05-01 16:37:56,2023-05-01 16:37:56,True,0,0,0,0,False,True,False,True,,2,False
76561199191932638,8,2,795,795,193,2023-05-02 23:49:41,137603607,schinese,good,2023-05-01 16:24:06,2023-05-01 16:24:06,True,0,0,0,0,True,False,False,True,,4,False
76561199160281016,3,1,1804,719,1484,2023-05-02 19:37:05,137603469,schinese,又菜又爱玩;,2023-05-01 16:20:19,2023-05-01 16:20:19,True,0,0,0,0,True,False,False,True,,6,False
76561199417505073,8,1,270,270,209,2023-05-01 20:49:34,137603413,schinese,不错的手册游戏    建议多人一起玩,2023-05-01 16:18:39,2023-05-01 16:18:39,True,0,0,0,0,True,False,False,True,,18,False
76561199401618258,3,1,334,16,334,2023-04-22 08:13:10,137603380,schinese,刚买完就打折，哭死,2023-05-01 16:17:29,2023-05-01 16:17:29,True,1,0,0.516129076480865479,0,True,False,False,True,,9,False
76561199044108937,15,2,583,583,277,2023-05-02 22:01:28,137603224,schinese,没什么可多说的，游戏喜不喜欢无所谓，但喜欢基友,2023-05-01 16:12:25,2023-05-01 16:12:55,True,1,0,0.523809552192687988,0,True,False,False,True,,23,True
76561198882080126,52,3,3813,90,3766,2023-05-02 20:01:47,137603204,schinese,哇！饥荒这个游戏真是太好玩了??！画面精美，游戏玩法多样，非常有挑战性！这个游戏是一款典型的“生存类”游戏，你需要在荒野中寻找食物，并在夜晚建造营地以避免怪物的袭击。??;;1、游戏中的角色可爱又独具个性，让人忍不住想要一起探索这个神秘的世界。;;2、资源紧缺，一不小心就会死亡，让我感受到了大自然生存的残酷和不可预测性。;;3、建筑与研究系统的设置，让玩家有更多的操作空间，增强了游戏的可玩性和挑战性。??;;无论是单机游戏还是联机游戏，饥荒都是不容错过的！强烈推荐??！;;-----来自ChatGPT,2023-05-01 16:11:44,2023-05-01 16:11:44,True,0,0,0,0,True,False,False,True,,249,False
76561199481328632,1,1,3095,1541,2620,2023-05-02 23:10:22,137603055,schinese,非常棒,2023-05-01 16:07:21,2023-05-01 16:07:21,True,0,0,0,0,True,False,False,True,,3,False
76561199086042675,36,1,7010,839,6731,2023-05-01 20:43:04,137602604,schinese,当初二十来块买的，我是怨种,2023-05-01 15:54:51,2023-05-01 15:54:51,True,0,0,0,0,True,False,False,True,,13,False
76561199403458360,3,2,1645,1645,1245,2023-05-03 00:12:25,137602552,schinese,好玩，爱玩,2023-05-01 15:53:26,2023-05-01 15:53:26,True,0,0,0,0,True,False,False,True,,5,False
76561199404660497,4,2,502,502,341,2023-05-01 19:49:56,137602354,schinese,HSAOHAOAO JAEOIHDOWIA,2023-05-01 15:48:08,2023-05-01 15:48:08,True,0,0,0,0,True,False,False,True,,21,False
76561198414598256,19,2,23420,0,23420,2023-03-23 21:33:11,137602326,schinese,萌新，感觉挺好玩，就是打不过龙蝇,2023-05-01 15:47:12,2023-05-01 15:47:12,True,0,0,0,0,True,False,False,True,,16,False
76561198149405172,21,2,701,701,475,2023-05-02 23:49:42,137602320,schinese,不会玩;,2023-05-01 15:47:01,2023-05-01 15:47:01,True,0,0,0,0,True,False,False,True,,4,False
76561199055515816,5,3,312,312,312,2023-04-30 22:47:40,137601948,schinese,最高配置;每次想玩都能叫上几个朋友一起;游戏 一起玩才快乐,2023-05-01 15:35:54,2023-05-01 15:35:54,True,0,0,0,0,True,False,False,True,,29,False